OID_,OID1,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,genus_mdd,species,species_mdd,identification_status,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,sky_island,Z
30666,,2381394384,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:9230,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,SPECIES,"""Peromyscus truei (Shufeldt, 1885)""",Peromyscus truei truei,,US,"""Chiricahua Mts., Rustler Park""",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,31.9035,-109.28,,,,,,,1931-06-19 0:00:00,19,6,1931,2437985,2437985,PRESERVED_SPECIMEN,SDNHM,Mammals,9230,,,,CC0_1_0,,L. M. Huey,,Native,2023-09-07T09:44:11.642Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2579
30654,,2381394611,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:9220,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,SPECIES,"""Peromyscus truei (Shufeldt, 1885)""",Peromyscus truei truei,,US,"""Chiricahua Mts., Rustler Park""",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,31.9035,-109.28,,,,,,,1931-06-19 0:00:00,19,6,1931,2437985,2437985,PRESERVED_SPECIMEN,SDNHM,Mammals,9220,,,,CC0_1_0,,"""E. H. Quayle, L. M. Huey""",,Native,2023-09-07T09:44:11.643Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2579
30651,,2381394635,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:9241,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,SPECIES,"""Peromyscus truei (Shufeldt, 1885)""",Peromyscus truei truei,,US,"""Chiricahua Mts., Rustler Park""",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,31.9035,-109.28,,,,,,,1931-06-20 0:00:00,20,6,1931,2437985,2437985,PRESERVED_SPECIMEN,SDNHM,Mammals,9241,,,,CC0_1_0,,"""E. H. Quayle, L. M. Huey""",,Native,2023-09-07T09:44:11.642Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2579
30629,,2381394917,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:9240,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,SPECIES,"""Peromyscus truei (Shufeldt, 1885)""",Peromyscus truei truei,,US,"""Chiricahua Mts., Rustler Park""",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,31.9035,-109.28,,,,,,,1931-06-20 0:00:00,20,6,1931,2437985,2437985,PRESERVED_SPECIMEN,SDNHM,Mammals,9240,,,,CC0_1_0,,"""E. H. Quayle, L. M. Huey""",,Native,2023-09-07T09:44:11.642Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2579
30586,,2381395408,a9ae9ece-e753-4fb9-8595-a37d0f5aa59c,urn:catalog:SDNHM:Mammals:9239,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus truei,Peromyscus truei,Flagged; outside of known sky islands,,SPECIES,"""Peromyscus truei (Shufeldt, 1885)""",Peromyscus truei truei,,US,"""Chiricahua Mts., Rustler Park""",Arizona,PRESENT,,8a471700-4ce8-11db-b80e-b8a03c50a862,31.9035,-109.28,,,,,,,1931-06-20 0:00:00,20,6,1931,2437985,2437985,PRESERVED_SPECIMEN,SDNHM,Mammals,9239,,,,CC0_1_0,,"""E. H. Quayle, L. M. Huey""",,Native,2023-09-07T09:44:11.642Z,,GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2579
80971,,1145327675,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:40128?seid=1340796,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus beatae,Peromyscus beatae,"Flagged; well out of range, likely Peromyscus boylii",sacarensis,SUBSPECIES,"""Peromyscus boylii sacarensis Dickey, 1928""",Peromyscus boylii sacarensis,,US,"""RUSTLER'S PARK, CHIRICAHUA MTNS, CORONADO NATL FOR""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.9033848,-109.2754096,175,,,,,,1979-05-22 0:00:00,22,5,1979,8810021,4265104,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:40128,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): James H. Bandoli,,,2023-12-28T00:35:17.536Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2540
3529,,735685295,75018539-6328-41de-b875-7c2e61dc1635,urn:catalog:SBMNH:MAM:7476,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus,Peromyscus californicus,Peromyscus californicus,"Flagged; well out of range, likely Peromyscus boylii",benitoensis,SUBSPECIES,"""Peromyscus californicus benitoensis Grinnell & Orr, 1934""",Peromyscus californicus benitoensis,,US,Paraiso Springs; Sierra de Salinas,California,PRESENT,1,78678140-1815-11da-9544-b8a03c50a862,31.712778,-110.875,,,427,0,,,1936-08-04 0:00:00,4,8,1936,8837421,2438028,PRESERVED_SPECIMEN,SBMNH,MAM,7476,,,,CC0_1_0,,,,Native,2023-09-27T15:53:15.168Z,,COORDINATE_ROUNDED,santa_rita,1659
9915,,675743424,b6015b60-6f96-43a9-88e5-2f41854e8f07,urn:catalog:TCWC:Mammals:5,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,harrisii,SUBSPECIES,Ammospermophilus harrisii harrisii,Ammospermophilus harrisii harrisii,,US,"""35 mi S Tucson, 4300 ft, Santa Rita Range""",Arizona,PRESENT,,2b8e48b0-812d-11de-86fe-b8a03c50a862,31.715685,-110.92583,,,,,,,1929-08-18 0:00:00,18,8,1929,4263575,2437568,PRESERVED_SPECIMEN,TCWC,Mammals,5,A30,,,CC0_1_0,,"""Taylor, W.P.""",,,2023-12-04T22:20:04.890Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,santa_rita,1611
9937,,675742891,b6015b60-6f96-43a9-88e5-2f41854e8f07,urn:catalog:TCWC:Mammals:11,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,harrisii,SUBSPECIES,Ammospermophilus harrisii harrisii,Ammospermophilus harrisii harrisii,,US,"""Santa Rita Range, 35 mi S Tucson, 3900 ft""",Arizona,PRESENT,,2b8e48b0-812d-11de-86fe-b8a03c50a862,31.715685,-110.92583,,,,,,,1931-10-31 0:00:00,31,10,1931,4263575,2437568,PRESERVED_SPECIMEN,TCWC,Mammals,11,A42,,,CC0_1_0,,"""Quaintance, C.W.; Taylor, W.P.""",,,2023-12-04T22:20:09.503Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,santa_rita,1611
77711,,1145350287,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:60559?seid=306496,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,,SPECIES,"""Ammospermophilus harrisii (Audubon & Bachman, 1854)""",Ammospermophilus harrisii,,US,"""LYNCH RANCH AREA, 4 MI S LYNCH RANCH, SE END OF AN""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.381781,-108.7109892,,,,,,,1978-07-04 0:00:00,4,7,1978,2437568,2437568,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:60559,,unknown,2005-02-15 0:00:00,CC0_1_0,,Collector(s): Marshall C. Conway,,,2023-12-28T00:35:12.139Z,,COORDINATE_ROUNDED;COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,san_luis,1613
64390,,1229674194,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:285770?seid=3068726,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,,SPECIES,"""Ammospermophilus harrisii (Audubon & Bachman, 1854)""",Ammospermophilus harrisii,,US,"""10 mi. S, 10 mi. W Animas""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.803732,-108.978056,1500,,1347,0,,,2002-03-25 0:00:00,25,3,2002,2437568,2437568,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:285770,,New Mexico Museum of Natural History and Science,2014-09-22 0:00:00,CC0_1_0,,Collector(s): David J. Hafner; Preparator(s): David J. Hafner,,,2023-12-28T00:35:27.268Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,peloncillo_south,1663
64389,,1229674198,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:285768?seid=3068724,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,,SPECIES,"""Ammospermophilus harrisii (Audubon & Bachman, 1854)""",Ammospermophilus harrisii,,US,"""10 mi. S, 10 mi. W Animas""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.803732,-108.978056,1500,,1347,0,,,2002-03-25 0:00:00,25,3,2002,2437568,2437568,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:285768,,New Mexico Museum of Natural History and Science,2014-09-22 0:00:00,CC0_1_0,,Collector(s): David J. Hafner; Preparator(s): David J. Hafner,,,2023-12-28T00:35:26.258Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,peloncillo_south,1663
64386,,1229674211,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:285769?seid=3068725,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,,SPECIES,"""Ammospermophilus harrisii (Audubon & Bachman, 1854)""",Ammospermophilus harrisii,,US,"""10 mi. S, 10 mi. W Animas""",New Mexico,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.803732,-108.978056,1500,,1347,0,,,2002-03-25 0:00:00,25,3,2002,2437568,2437568,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:285769,,New Mexico Museum of Natural History and Science,2014-09-22 0:00:00,CC0_1_0,,Collector(s): David J. Hafner; Preparator(s): David J. Hafner,,,2023-12-28T00:35:27.188Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,peloncillo_south,1663
52058,,1323887896,c053c6ad-e590-4c69-a141-5fd9c8ebbe3c,http://arctos.database.museum/guid/UTEP:Mamm:3631?seid=3154335,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,,SPECIES,"""Ammospermophilus harrisii (Audubon & Bachman, 1854)""",Ammospermophilus harrisii,,US,Howell's Ridge,New Mexico,PRESENT,,52c8f620-1816-11da-9544-b8a03c50a862,31.896535,-108.460886,6356,,,,,,1973-08-11 0:00:00,11,8,1973,2437568,2437568,PRESERVED_SPECIMEN,UTEP,Mamm,UTEP:Mamm:3631,,Arthur H. Harris,,CC0_1_0,,Collector(s): Thomas R. Van Devender,,,2024-01-05T03:11:46.764Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,little_hatchet,1686
63408,,1262392077,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 00971,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,,SPECIES,"""Ammospermophilus harrisii (Audubon & Bachman, 1854)""","""Ammospermophilus harrisii (Audubon & Bachman, 1854)""","""(Audubon & Bachman, 1854)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.8167,-110.7667,,,,,,,1942-05-27 0:00:00,27,5,1942,2437568,2437568,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 00971,,,,CC0_1_0,,Reynolds;32,,,2023-09-27T15:54:24.229Z,,,santa_rita,1720
13131,,476819600,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:Mamm:61522,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,harrisii,SUBSPECIES,Ammospermophilus harrisii harrisii,Ammospermophilus harrisi harrisi,,US,"""Coronado National Forest, Chiricahua Mts, 0.8 miles NW on south side of Paradise Rd (FSR 42B) from junction of Portal Rd (FSR 42).""",Arizona,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,31.913498,-109.239238,268,0.00001,,,,,1960-01-01 0:00:00,1,1,1960,4263575,2437568,PRESERVED_SPECIMEN,MCZ,Mamm,61522,,[no agent data],,CC_BY_NC_4_0,President and Fellows of Harvard College,Judith Marie Chupasko,,,2024-01-18T20:08:23.021Z,,TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,1848
24462,,2872152622,375fe518-f58b-4ec7-868c-99218dfd2866,ed8b6fa3-6562-4975-a369-570852dd6ff5,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,,SPECIES,"""Ammospermophilus harrisii (Audubon & Bachman, 1854)""",Ammospermophilus harrisii,"""(Audubon and Bachman, 1854)""",US,DEADMAN CANYON,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.73182,-109.8298,,,,,,,1966-07-14 0:00:00,14,7,1966,2437568,2437568,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002473,P.C.R. 188,,,CC0_1_0,,P.C. ROTHLISBERG,,,2024-01-23T19:40:09.805Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,1875
87304,,1145221034,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:190949?seid=1778755,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,harrisii,SUBSPECIES,Ammospermophilus harrisii harrisii,Ammospermophilus harrisii harrisii,,US,"""Marijilda Creek, Graham Mountains""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,32.6819,-109.8238,3481,,,,,,1951-08-22 0:00:00,22,8,1951,4263575,2437568,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:190949,5448,Woodrow W. Goodpaster,1951-08-22 0:00:00,CC0_1_0,,Collector(s): Woodrow W. Goodpaster,,,2023-12-28T00:35:23.378Z,,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,pinaleno,1934
10261,,665817770,41fc5c40-5e81-496f-9733-6b5681b3b7a5,3f7bf92b-d028-4dd9-aa6e-49ff7241b2ec,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,saxicolus,SUBSPECIES,"""Ammospermophilus harrisii saxicolus (Mearns, 1896)""",Ammospermophilus harrisii saxicola,,US,Santa Catalina Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,32.430378,-110.705345,,,,,,,1942-01-26 0:00:00,26,1,1942,4263579,2437568,PRESERVED_SPECIMEN,FMNH,Mammals,52811,WHO-7331,,,CC0_1_0,The Field Museum of Natural History,W. H. Osgood,,,2023-09-27T15:57:47.340Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,santa_catalina,2022
10260,,665817771,41fc5c40-5e81-496f-9733-6b5681b3b7a5,8ff3c856-a508-42ac-9d36-454bf4bd7be7,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,saxicolus,SUBSPECIES,"""Ammospermophilus harrisii saxicolus (Mearns, 1896)""",Ammospermophilus harrisii saxicola,,US,Santa Catalina Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,32.430378,-110.705345,,,,,,,1942-01-28 0:00:00,28,1,1942,4263579,2437568,PRESERVED_SPECIMEN,FMNH,Mammals,52812,WHO-7337,,,CC0_1_0,The Field Museum of Natural History,W. H. Osgood,,,2023-09-27T15:57:50.185Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,santa_catalina,2022
57716,,1262409172,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 18017,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus,Ammospermophilus harrisii,Ammospermophilus harrisii,Valid,,SPECIES,"""Ammospermophilus harrisii (Audubon & Bachman, 1854)""","""Ammospermophilus harrisii (Audubon & Bachman, 1854)""","""(Audubon & Bachman, 1854)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.434542,-110.752108,,,,,,,1968-03-11 0:00:00,11,3,1968,2437568,2437568,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 18017,,,,CC0_1_0,,R. Whitman;15,,,2023-09-27T15:54:26.439Z,,COORDINATE_ROUNDED,santa_catalina,2434
96822,,1145190285,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:163287?seid=719977,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,ater,SUBSPECIES,"""Baiomys taylori ater Blossom & Burt, 1942""",Baiomys taylori ater,,US,"""4 mi N, 16 mi W Willcox""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,32.310924,-110.105278,4851,,,,,,1960-02-16 0:00:00,16,2,1960,9041066,2438866,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:163287,11290,Woodrow W. Goodpaster,1960-02-16 0:00:00,CC0_1_0,,Collector(s): Woodrow W. Goodpaster,,,2023-12-28T00:35:15.817Z,,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,winchester,1601
96815,,1145190301,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:163288?seid=1113398,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,ater,SUBSPECIES,"""Baiomys taylori ater Blossom & Burt, 1942""",Baiomys taylori ater,,US,"""4 mi N, 16 mi W Willcox""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,32.310924,-110.105278,4851,,,,,,1960-02-16 0:00:00,16,2,1960,9041066,2438866,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:163288,11291,Woodrow W. Goodpaster,1960-02-16 0:00:00,CC0_1_0,,Collector(s): Woodrow W. Goodpaster,,,2023-12-28T00:35:23.306Z,,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,winchester,1601
59790,,1262403498,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 12415,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,,SPECIES,"""Baiomys taylori (Thomas, 1887)""","""Baiomys taylori (O. Thomas, 1887)""","""(O. Thomas, 1887)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.923965,-109.15354,,,,,,,1964-10-17 0:00:00,17,10,1964,2438866,2438866,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 12415,,,,CC0_1_0,,George B. Lind;6,,,2023-09-27T15:54:25.547Z,,,chiricahua,1630
59762,,1262403532,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 12413,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,,SPECIES,"""Baiomys taylori (Thomas, 1887)""","""Baiomys taylori (O. Thomas, 1887)""","""(O. Thomas, 1887)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.923965,-109.15354,,,,,,,1964-10-16 0:00:00,16,10,1964,2438866,2438866,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 12413,,,,CC0_1_0,,Jerry W. Nagel;4,,,2023-09-27T15:54:25.547Z,,,chiricahua,1630
59714,,1262403590,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 12489,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,,SPECIES,"""Baiomys taylori (Thomas, 1887)""","""Baiomys taylori (O. Thomas, 1887)""","""(O. Thomas, 1887)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.923965,-109.15354,,,,,,,1964-10-16 0:00:00,16,10,1964,2438866,2438866,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 12489,,,,CC0_1_0,,E.H. Studier;20,,,2023-09-27T15:54:25.527Z,,,chiricahua,1630
59712,,1262403592,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 12487,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,,SPECIES,"""Baiomys taylori (Thomas, 1887)""","""Baiomys taylori (O. Thomas, 1887)""","""(O. Thomas, 1887)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.923965,-109.15354,,,,,,,1964-10-16 0:00:00,16,10,1964,2438866,2438866,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 12487,,,,CC0_1_0,,J. Osborne;300,,,2023-09-27T15:54:25.527Z,,,chiricahua,1630
59698,,1262403613,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 12488,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,,SPECIES,"""Baiomys taylori (Thomas, 1887)""","""Baiomys taylori (O. Thomas, 1887)""","""(O. Thomas, 1887)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.923965,-109.15354,,,,,,,1964-10-16 0:00:00,16,10,1964,2438866,2438866,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 12488,,,,CC0_1_0,,E.H. Studier;14,,,2023-09-27T15:54:25.527Z,,,chiricahua,1630
58393,,1262407235,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 16262,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,,SPECIES,"""Baiomys taylori (Thomas, 1887)""","""Baiomys taylori (O. Thomas, 1887)""","""(O. Thomas, 1887)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.875232,-109.182252,,,,,,,1967-03-11 0:00:00,11,3,1967,2438866,2438866,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 16262,,,,CC0_1_0,,S.E. Doster;371;preparator: J.T. Mascarello,,,2023-09-27T15:54:25.258Z,,,chiricahua,1630
969,,911679061,854f70cc-55e3-4af2-9417-0f47d6c7902d,urn:catalog:TTU:Mammals:48016,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys,Baiomys taylori,Baiomys taylori,Valid,ater,SUBSPECIES,"""Baiomys taylori ater Blossom & Burt, 1942""",Baiomys taylori ater,,US,4 MI N CLOVERDALE PICNIC GROUNDS,New Mexico,PRESENT,,acac73b0-055d-11d8-b84f-b8a03c50a862,31.474981,-108.932198,6437,,,,,,1985-04-21 0:00:00,21,4,1985,9041066,2438866,PRESERVED_SPECIMEN,TTU,Mammals,48016,43,,,CC_BY_4_0,,"""CLEMMER, S M""",,Native,2023-09-07T08:08:26.116Z,,COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,peloncillo_south,1631
