OID_,OID1,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,genus_mdd,species,species_mdd,identification_status,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,sky_island,Z
10373,,665772588,41fc5c40-5e81-496f-9733-6b5681b3b7a5,538ecf49-e54c-414f-8361-a014e17938a8,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-03-27 0:00:00,27,3,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4518,,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:47.746Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10372,,665772589,41fc5c40-5e81-496f-9733-6b5681b3b7a5,c97e1355-02a2-4e20-aa62-f396c779b593,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-27 0:00:00,27,6,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4519,,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:44.257Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10371,,665772590,41fc5c40-5e81-496f-9733-6b5681b3b7a5,572295ae-4d6c-4f7f-ad16-f1fa68c5cfac,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-07-07 0:00:00,7,7,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4520,,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:48.677Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10370,,665772591,41fc5c40-5e81-496f-9733-6b5681b3b7a5,4be4f1ef-427f-452e-8c16-caae5eebd8d4,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-04 0:00:00,4,6,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4521,,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:39.174Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10369,,665772592,41fc5c40-5e81-496f-9733-6b5681b3b7a5,51f99c04-ead3-4d13-8b01-5a754e8fd9e0,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-07-09 0:00:00,9,7,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4522,,,,CC0_1_0,The Field Museum of Natural History,B. C. Condit,,,2023-09-27T15:57:39.205Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10347,,665772831,41fc5c40-5e81-496f-9733-6b5681b3b7a5,929b36ac-bf3d-4ecd-8bcf-2395984fb0cf,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-08-10 0:00:00,10,8,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4759,9521,,,CC0_1_0,The Field Museum of Natural History,L. E. Miller,,,2023-09-27T15:57:41.678Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10346,,665772832,41fc5c40-5e81-496f-9733-6b5681b3b7a5,55e6c19d-63fb-4a39-8835-b5d12a46c06c,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-22 0:00:00,22,6,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4760,,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:48.658Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10345,,665772833,41fc5c40-5e81-496f-9733-6b5681b3b7a5,4b56e747-5ccf-4552-a730-5e47ca858ae7,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-03-29 0:00:00,29,3,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4761,774,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:40.140Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10344,,665772834,41fc5c40-5e81-496f-9733-6b5681b3b7a5,b726e9c9-22d5-4b34-8ca6-2699c4cd0b2d,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-06-27 0:00:00,27,6,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4762,,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:50.556Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
10343,,665772835,41fc5c40-5e81-496f-9733-6b5681b3b7a5,20604bfb-0d27-459e-9246-d7169bbacacd,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Chiricahua Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,31.929791,-109.382317,,,,,,,1894-07-06 0:00:00,6,7,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4763,1074,,,CC0_1_0,The Field Museum of Natural History,B. C. Condit,,,2023-09-27T15:57:46.635Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2013
30854,,2266115054,4bc6e742-69ea-4ed5-a6e5-21f674d9f884,ad058308-7a2b-11e3-81f0-12313d0829ba,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,TAMIAS DORSALIS DORSALIS,,US,CHIRICAHUA MTS. (ELEV. 8500 FT),Arizona,PRESENT,,927f1e70-cf74-11d8-bf68-b8a03c50a862,31.9297834,-109.3821124,29,,,,,,1932-09-06 0:00:00,6,9,1932,7261533,2437431,PRESERVED_SPECIMEN,MMNH,Mammals,17733,,,,CC0_1_0,J. F. Bell Museum of Natural History,"""WALKER, R R""",,,2024-01-03T06:39:19.359Z,,COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;AMBIGUOUS_COLLECTION,chiricahua,2013
33204,,1987342342,6d2cfc0a-9903-40b8-802b-403398218e4a,e14e3498-6f55-4964-a5d9-2d75a682ae15,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Tamias dorsalis Baird, 1855""",Tamias dorsalis DORSALIS,,US,CHIRICAHUA MTS.,Arizona,PRESENT,,6ea87510-0561-11d8-b851-b8a03c50a862,31.9297834,-109.3821124,29,,,,,,1937-05-03 0:00:00,3,5,1937,2437431,2437431,PRESERVED_SPECIMEN,UMMZ,mammals,78954,1623,,,CC_BY_NC_4_0,,"""Blossom, P.""",,Native,2024-01-01T05:09:49.073Z,,COORDINATE_REPROJECTED;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2013
33509,,1987338362,6d2cfc0a-9903-40b8-802b-403398218e4a,d8cb9395-74b9-4752-b6e1-0078ba939231,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Tamias dorsalis Baird, 1855""",Tamias dorsalis DORSALIS,,US,CHIRICAHUA MTS.,Arizona,PRESENT,,6ea87510-0561-11d8-b851-b8a03c50a862,31.9297834,-109.3821124,29,,,,,,1950-07-06 0:00:00,6,7,1950,2437431,2437431,PRESERVED_SPECIMEN,UMMZ,mammals,99807,16,,,CC_BY_NC_4_0,,"""Schwartz, A.""",,Native,2024-01-01T05:09:46.891Z,,COORDINATE_REPROJECTED;RECORDED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2013
35118,,1987314891,6d2cfc0a-9903-40b8-802b-403398218e4a,aa01159c-6a6a-4ddd-b9dd-e5072ff74741,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Tamias dorsalis Baird, 1855""",Tamias dorsalis DORSALIS,,US,"""CHIRICAHUA MTS.,""",Arizona,PRESENT,,6ea87510-0561-11d8-b851-b8a03c50a862,31.9297834,-109.3821124,29,,,,,,,,,,2437431,2437431,PRESERVED_SPECIMEN,UMMZ,mammals,99195,,,,CC_BY_NC_4_0,,"""Cahalane, V.""",,Native,2024-01-01T05:09:45.709Z,,COORDINATE_REPROJECTED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,chiricahua,2013
86951,,1145222191,b15d4952-7d20-46f1-8a3e-556a512b04c5,http://arctos.database.museum/guid/MSB:Mamm:191966?seid=1445182,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,"""Chiricahua Mountains, Greenhouse Canyon, 2 miles east of Fly's Peak""",Arizona,PRESENT,,939ed180-aa7b-11db-8edf-b8a03c50a862,31.873179,-109.248694,301,,,,,,1974-01-04 0:00:00,4,1,1974,7261533,2437431,PRESERVED_SPECIMEN,MSB,Mamm,MSB:Mamm:191966,1515,C. William Severinghaus,1974-01-04 0:00:00,CC0_1_0,,Collector(s): C. William Severinghaus,,,2023-12-28T00:35:22.059Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,chiricahua,2014
54386,,1262417339,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 26222,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Tamias dorsalis Baird, 1855""","""Tamias dorsalis (S.F. Baird, 1855)""","""(S.F. Baird, 1855)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,32.3742,-110.6781,,,,,,,1985-10-22 0:00:00,22,10,1985,2437431,2437431,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 26222,,,,CC0_1_0,,Lynn Zacek;5;preparator: E.W. Whitehead,,,2023-09-27T15:54:25.142Z,,,santa_catalina,2016
10342,,665772836,41fc5c40-5e81-496f-9733-6b5681b3b7a5,03ad7419-9d2d-497a-a945-70fc6fe43da8,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,dorsalis,SUBSPECIES,Tamias dorsalis dorsalis,Tamias dorsalis dorsalis,,US,Santa Catalina Mts,Arizona,PRESENT,,7b8aff00-a9f8-11d8-944b-b8a03c50a862,32.430378,-110.705345,,,,,,,1894-01-16 0:00:00,16,1,1894,7261533,2437431,PRESERVED_SPECIMEN,FMNH,Mammals,4764,385,,,CC0_1_0,The Field Museum of Natural History,W. W. Price,,,2023-09-27T15:57:46.232Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,santa_catalina,2022
63633,,1262391638,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 00512,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Tamias dorsalis Baird, 1855""","""Tamias dorsalis (S.F. Baird, 1855)""","""(S.F. Baird, 1855)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.92972,-109.38167,,,,,,,1923-12-20 0:00:00,20,12,1923,2437431,2437431,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 00512,,,,CC0_1_0,,Jacot;751,,,2023-09-27T15:54:25.503Z,,,chiricahua,2036
63622,,1262391655,96275bf2-8999-4869-95d5-4903a84391b0,urn:catalog:UAZ:Mammals:UAZ 00511,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Tamias dorsalis Baird, 1855""","""Tamias dorsalis (S.F. Baird, 1855)""","""(S.F. Baird, 1855)""",US,,Arizona,PRESENT,,84d451a0-644d-11de-b910-b8a03c50a862,31.92972,-109.38167,,,,,,,1923-12-06 0:00:00,6,12,1923,2437431,2437431,PRESERVED_SPECIMEN,UAZ,Mammals,UAZ 00511,,,,CC0_1_0,,E.J. Jacot;736,,,2023-09-27T15:54:25.503Z,,,chiricahua,2036
24449,,2872152660,375fe518-f58b-4ec7-868c-99218dfd2866,d531af79-9974-4fd4-867e-d69eacd8a2d0,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,1 MILE ABOVE ARCADIA CAMPGROUND AT GARBAGE DUMP,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64879,-109.81901,,,2134,,,,1966-06-22 0:00:00,22,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002448,P.C.R. 32,,,CC0_1_0,,P.C. ROTHLISBERG,,,2024-01-23T19:40:09.812Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2042
25134,,2872150940,375fe518-f58b-4ec7-868c-99218dfd2866,3edc7697-8a1f-4e36-8195-0875b6f12044,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,"""ARCADIA GARBAGE DUMP, 1 MILE ABOVE ARCADIA CAMPGROUND""",Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64851,-109.81882,,,2134,,,,1966-06-22 0:00:00,22,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002628,P.C.R. 33,,,CC0_1_0,,P.C. ROTHLESBERG,,,2024-01-23T19:40:09.288Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2044
24721,,2872152130,375fe518-f58b-4ec7-868c-99218dfd2866,0c6cda5f-89b4-4818-af8e-2421fa549d96,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64844,-109.81903,,,1951,,,,1966-06-21 0:00:00,21,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002397,M.I. 54,,,CC0_1_0,,M. ITZKOWITZ,,,2024-01-23T19:40:09.674Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2045
24252,,2872153054,375fe518-f58b-4ec7-868c-99218dfd2866,d342240f-8abf-4ec4-b153-3886730e12b8,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64844,-109.81916,,,2103,,,,1966-06-27 0:00:00,27,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002135,C.K.B. 74,,,CC0_1_0,,C.K. BROWN,,,2024-01-23T19:40:09.908Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2045
24620,,2872152279,375fe518-f58b-4ec7-868c-99218dfd2866,76ce3a22-787c-409b-9be5-b87b5396fd07,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64873,-109.81903,,,2103,,,,1966-06-26 0:00:00,26,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002326,R.M.S. 120,,,CC0_1_0,,R.M. SIERVOGEL,,,2024-01-23T19:40:09.719Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2046
24460,,2872152635,375fe518-f58b-4ec7-868c-99218dfd2866,3a47becb-a00e-4e64-bbf4-1b164c796e0d,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64851,-109.81912,,,2103,,,,1966-06-23 0:00:00,23,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002476,P.C.R. 38,,,CC0_1_0,,P.C. ROTHLISBERG,,,2024-01-23T19:40:09.808Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2046
24455,,2872152646,375fe518-f58b-4ec7-868c-99218dfd2866,d4ceca14-55d3-4e03-aebf-1bf1f9f93b1c,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64858,-109.81903,,,2103,,,,1966-06-21 0:00:00,21,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002440,M.I. 55,,,CC0_1_0,,M. ITZKOWITZ,,,2024-01-23T19:40:09.808Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2046
24452,,2872152654,375fe518-f58b-4ec7-868c-99218dfd2866,3247da7f-f6e5-47cd-95f8-c2aa2dd95826,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64862,-109.81921,,,2103,,,,1966-06-22 0:00:00,22,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002447,M.I. 59,,,CC0_1_0,,M. ITZKOWITZ,,,2024-01-23T19:40:09.811Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2046
24447,,2872152664,375fe518-f58b-4ec7-868c-99218dfd2866,97b9d9bd-f1b0-447f-8e62-3e1cc6173bdf,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64873,-109.81903,,,2103,,,,1966-06-21 0:00:00,21,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002450,M.I. 52,,,CC0_1_0,,M. ITZKOWITZ,,,2024-01-23T19:40:09.814Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2046
24445,,2872152668,375fe518-f58b-4ec7-868c-99218dfd2866,cde7c121-28bd-4b0c-88a8-18e9b025893d,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64869,-109.81912,,,2103,,,,1966-06-21 0:00:00,21,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002443,M.I. 58,,,CC0_1_0,,M. ITZKOWITZ,,,2024-01-23T19:40:09.815Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2046
24443,,2872152673,375fe518-f58b-4ec7-868c-99218dfd2866,d0a045fd-7197-4141-a0fa-b5c624d53a7f,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Neotamias,Tamias dorsalis,Neotamias dorsalis,Valid,,SPECIES,"""Neotamias dorsalis (Baird, 1855)""",Neotamias dorsalis,"""(Baird, 1855)""",US,ARCADIA CAMPSITE,Arizona,PRESENT,,814cdfb5-d4f8-4453-815f-ea5df98e76bf,32.64866,-109.81903,,,2103,,,,1966-06-21 0:00:00,21,6,1966,4972385,2437431,PRESERVED_SPECIMEN,ASU,Mammals,ASUMAC002446,W.K.T. 6,,,CC0_1_0,,W.K. TAYLOR,,,2024-01-23T19:40:09.815Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;MODIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH,pinaleno,2046
